"Disease","Fiscal Year","Gender","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease","Hospitalization with Disease: Person Count","Hospitalization with Disease: Separation Count","Hospitalization with Disease: Days Stay","Hospitalization without Disease: Person Count","Hospitalization without Disease: Separation Count","Hospitalization without Disease: Days Stay","Physician Visit with Disease: Person Count","Physician Visit with Disease: Visit Count","Physician Visit without Disease: Person Count","Physician Visit without Disease: Visit Count","General Physician Visit with Disease: Person Count","General Physician Visit with Disease: Visit Count","General Physician Visit without Disease: Person Count","General Physician Visit without Disease: Visit Count","Specialist Visit with Disease: Person Count","Specialist Visit with Disease: Visit Count","Specialist Visit without Disease: Person Count","Specialist Visit without Disease: Visit Count"
MoodAnxiety_Disorder,2000,F,30 to 34,1164900,,198066,,,32004,42738,215370,104346,121116,358812,198060,2773902,614328,4674528,196686,1868562,594096,3165612,139200,904578,347538,1506702
MoodAnxiety_Disorder,2000,F,35 to 39,1381908,,248394,,,29790,41676,267198,71862,84810,300732,248376,3430536,701682,4827804,246426,2284482,677874,3322794,174456,1145082,390672,1502910
MoodAnxiety_Disorder,2000,F,40 to 44,1352088,,254292,,,24576,35766,267786,45348,55554,244878,254286,3536598,670758,4491792,251922,2307834,645882,3109884,184350,1227834,391596,1380228
MoodAnxiety_Disorder,2000,F,45 to 49,1201998,,231666,,,22050,32592,273678,40080,50808,263754,231660,3415416,600738,4359294,229320,2155548,576576,2957370,176766,1259184,378354,1400226
MoodAnxiety_Disorder,2000,F,50 to 54,1057824,,202398,,,20460,30366,254760,41142,54192,298746,202392,3196638,544830,4474158,200496,1971540,523452,2953560,163602,1224522,371520,1519032
MoodAnxiety_Disorder,2000,F,55 to 59,802278,,144240,,,16536,25320,225690,37740,52014,330714,144240,2383032,417126,3737682,142926,1451676,401544,2427984,119424,930822,293856,1308318
MoodAnxiety_Disorder,2000,F,60 to 64,655764,,106878,,,14436,22974,216780,39606,56460,401190,106872,1863426,359412,3595824,105936,1133874,347052,2310270,89904,728994,261318,1283952
MoodAnxiety_Disorder,2000,F,65 to 69,601956,,92742,,,15480,25140,261978,47604,69690,555714,92742,1760598,337536,3819462,92010,1065450,327300,2432058,79602,694734,253362,1385952
MoodAnxiety_Disorder,2000,F,70 to 74,556476,,85878,,,17118,28254,334962,56988,85902,787812,85878,1763022,317520,4015758,85218,1075674,308376,2545074,74172,687174,243816,1469496
MoodAnxiety_Disorder,2000,F,75 to 79,482094,,76782,,,18918,31962,407880,63816,98040,1030428,76782,1732734,281016,3996606,76266,1082526,273096,2585466,66906,650046,218742,1410288
MoodAnxiety_Disorder,2000,F,80 to 84,325398,,50052,,,14724,24738,346206,54648,83748,996822,50046,1203534,193584,2985426,49704,794580,188454,2038308,43116,408900,146802,946692
MoodAnxiety_Disorder,2000,F,85+,310230,,41508,,,14184,23154,407958,63852,95280,1371060,41508,1075884,188484,3167016,41256,782292,184110,2419218,33774,293370,127470,747060
MoodAnxiety_Disorder,2000,M,<1,237450,,1752,,,1032,1374,5208,130104,153804,534588,1752,26844,190644,1955436,1698,17556,169350,1233558,1302,9294,122484,720744
MoodAnxiety_Disorder,2000,M,1 to 4,753552,,6936,,,522,816,3420,34998,44436,122142,6936,71940,524040,3531114,6672,48180,481740,2483400,4578,23730,268842,1045044
MoodAnxiety_Disorder,2000,M,5 to 9,1073178,,18852,,,780,1050,7308,23118,27858,82572,18852,162324,657978,3048726,17442,87162,597798,2127570,13524,75126,306546,919104
MoodAnxiety_Disorder,2000,M,10 to 14,1087056,,29202,,,1914,2694,21546,19104,23364,81696,29196,256026,617658,2532636,27024,134724,566250,1769862,20844,121272,276714,761070
MoodAnxiety_Disorder,2000,M,15 to 19,1095984,,51282,,,5286,7644,72414,21918,26778,107592,51270,461520,571104,2258922,49542,276240,538206,1652340,31380,185130,232548,605412
MoodAnxiety_Disorder,2000,M,20 to 24,1064364,,67506,,,6480,9654,108816,19194,23232,110604,67494,638136,478992,1860546,66012,411042,458016,1410306,38496,226914,183048,448980
MoodAnxiety_Disorder,2000,M,25 to 29,1067790,,78336,,,6792,10278,109542,18336,22590,116166,78324,796512,475956,1965372,76710,524586,453996,1464738,46056,271752,194106,499236
MoodAnxiety_Disorder,2000,M,30 to 34,1172256,,99150,,,8382,12990,126336,21552,26502,128730,99138,1107324,533580,2429250,97122,735306,508746,1779954,61062,371826,236844,647796
MoodAnxiety_Disorder,2000,M,35 to 39,1395072,,131586,,,11820,18264,168168,29124,36630,181758,131580,1583892,642462,3177096,128886,1044420,612828,2293554,84792,539040,303564,882036
MoodAnxiety_Disorder,2000,M,40 to 44,1355400,,136218,,,13098,20604,179676,33708,43974,238734,136206,1715658,633282,3380982,133488,1118910,603378,2393346,90768,596454,316572,985914
MoodAnxiety_Disorder,2000,M,45 to 49,1196334,,127050,,,13062,20586,186984,37188,50214,289788,127038,1689570,575808,3412896,124368,1064742,548328,2353122,87636,624558,308280,1058424
MoodAnxiety_Disorder,2000,M,50 to 54,1058136,,116148,,,13428,21636,199230,44424,61614,371652,116142,1644936,535668,3618744,113892,1004472,510720,2413440,84432,640284,311130,1203966
MoodAnxiety_Disorder,2000,M,55 to 59,798444,,85644,,,12036,19794,187134,45792,65904,432516,85644,1345332,420828,3327024,84240,800016,401544,2150898,66240,545004,266106,1174842
MoodAnxiety_Disorder,2000,M,60 to 64,632070,,63972,,,11046,18468,187380,50160,74886,545916,63972,1123602,358560,3372852,63072,659004,343524,2122290,52008,464358,244608,1248876
MoodAnxiety_Disorder,2000,M,65 to 69,560340,,54666,,,12066,20958,236766,60084,92280,732390,54666,1094922,334422,3761076,54036,634176,322236,2327028,46338,460614,243378,1432476
MoodAnxiety_Disorder,2000,M,70 to 74,471174,,47838,,,12738,22956,257196,65934,104490,919452,47838,1084788,290250,3818034,47370,624756,280608,2337570,41646,459900,222318,1479198
MoodAnxiety_Disorder,2000,M,75 to 79,345024,,38496,,,11904,21558,265440,60858,98352,950928,38490,968076,217302,3308478,38148,572454,210834,2037144,34146,395466,172212,1270368
MoodAnxiety_Disorder,2000,M,80 to 84,196566,,23214,,,8268,14838,197592,42750,69444,786018,23208,619728,126000,2094078,23052,390126,122412,1344276,20508,229524,99438,749214
MoodAnxiety_Disorder,2000,M,85+,136632,,15780,,,6360,10992,159408,35412,56322,738162,15774,434586,87276,1527192,15690,294144,84942,1071756,13416,140382,64362,454986
MoodAnxiety_Disorder,2001,F,<1,224484,,1656,,,1008,1230,5082,122622,137568,448434,1656,23922,180270,1675248,1620,15384,158784,1071960,1140,8508,109500,602172
MoodAnxiety_Disorder,2001,F,1 to 4,702678,,5586,,,336,474,1668,25602,31818,89598,5586,51852,484290,2904858,5370,36510,441300,2069286,3360,15318,230784,833166
MoodAnxiety_Disorder,2001,F,5 to 9,1006416,,12792,,,504,690,3522,16956,20502,56886,12792,96462,606888,2567208,11922,58572,550398,1857006,8148,37866,255102,708042
MoodAnxiety_Disorder,2001,F,10 to 14,1050642,,29874,,,2556,3720,29286,14262,18024,64044,29868,266460,582042,2254542,28572,159690,537264,1648650,19098,106656,235386,604062
MoodAnxiety_Disorder,2001,F,15 to 19,1047468,,98394,,,11952,17124,105600,32532,40842,132648,98382,1089012,590916,3053880,97074,760734,568014,2369328,61182,327798,243780,682626
MoodAnxiety_Disorder,2001,F,20 to 24,1050768,,137526,,,19668,27594,138336,65376,79890,222552,137514,1711860,567576,3646932,136614,1220424,552810,2752722,89868,490722,265440,891834
MoodAnxiety_Disorder,2001,F,25 to 29,1058058,,163800,,,27684,36828,168996,103308,120942,343770,163788,2197122,568956,4229694,162792,1510260,552066,2942724,112596,686238,306930,1284576
MoodAnxiety_Disorder,2001,F,30 to 34,1160466,,199482,,,31560,41382,212232,106026,122202,364686,199476,2727768,608490,4614492,198084,1833078,587778,3075090,139020,893790,346356,1536732
MoodAnxiety_Disorder,2001,F,35 to 39,1357746,,245922,,,28314,39096,248622,68862,80646,278784,245916,3298440,682932,4655790,244020,2196702,658656,3168564,171606,1100634,382464,1484826
MoodAnxiety_Disorder,2001,F,40 to 44,1379316,,261300,,,23916,34416,263862,43698,53430,246744,261288,3526434,678762,4493766,258912,2306706,652776,3084858,188166,1218612,399210,1406856
MoodAnxiety_Disorder,2001,F,45 to 49,1238772,,239820,,,21876,32040,268968,37944,48030,241572,239808,3442554,616758,4418574,237384,2173794,591684,2981898,182052,1267992,390624,1434858
MoodAnxiety_Disorder,2001,F,50 to 54,1090986,,208470,,,20112,29790,255246,38628,50502,287412,208470,3200436,561090,4524960,206586,1972068,539154,2973912,167460,1227528,383202,1549236
MoodAnxiety_Disorder,2001,F,55 to 59,847194,,152448,,,16854,25476,245088,37224,51174,326922,152448,2468844,441402,3913572,151032,1496928,424686,2528832,126048,971358,313152,1383396
MoodAnxiety_Disorder,2001,F,60 to 64,675570,,110892,,,14634,22860,221988,38904,55146,394968,110892,1907436,369282,3648924,109956,1156026,356808,2331336,93534,750852,269406,1315764
MoodAnxiety_Disorder,2001,F,65 to 69,602682,,92784,,,15090,24366,261726,45672,66912,539190,92784,1734144,338670,3818292,92076,1044834,328650,2416530,79650,689016,255756,1400262
MoodAnxiety_Disorder,2001,F,70 to 74,560700,,86226,,,17040,28416,334146,55314,82968,753648,86226,1764012,319242,4030584,85620,1071228,310230,2550594,74520,692472,247008,1478550
MoodAnxiety_Disorder,2001,F,75 to 79,488208,,77052,,,18480,30912,398772,62370,95568,1011432,77052,1718994,283956,4039536,76536,1075764,276462,2602374,67302,642906,222558,1436124
MoodAnxiety_Disorder,2001,F,80 to 84,342354,,52830,,,15318,25638,389160,55536,85290,1045734,52830,1264032,203406,3148998,52512,839718,198336,2152782,45522,424272,155472,995604
MoodAnxiety_Disorder,2001,F,85+,322050,,43092,,,14706,24276,392172,64698,96846,1338324,43092,1119552,194460,3301932,42840,812934,190080,2523642,35034,306456,132612,777468
MoodAnxiety_Disorder,2001,M,<1,236262,,1824,,,1134,1500,6954,131016,152994,520014,1824,28026,189672,1903446,1776,17724,167490,1186206,1320,10302,122700,716046
MoodAnxiety_Disorder,2001,M,1 to 4,738438,,6594,,,468,720,3162,33924,42696,115782,6594,67584,513138,3346830,6324,43860,468354,2314314,4368,23688,268326,1029636
MoodAnxiety_Disorder,2001,M,5 to 9,1058016,,18558,,,804,1056,6390,21498,26112,76902,18558,152424,641568,2860380,17028,80856,577758,1969302,13458,71526,301128,889146
MoodAnxiety_Disorder,2001,M,10 to 14,1103532,,29688,,,1896,2646,20976,18564,22548,76926,29688,254664,616206,2464242,27486,132894,561570,1706250,21096,121662,279120,756348
MoodAnxiety_Disorder,2001,M,15 to 19,1106436,,52878,,,5190,7488,74532,20670,25338,106062,52866,463074,566604,2181384,50886,274992,530904,1568322,32322,187908,236208,611844
MoodAnxiety_Disorder,2001,M,20 to 24,1081830,,70362,,,6492,9726,117252,17976,21618,106038,70344,648570,472686,1794222,68622,412560,449382,1339020,40278,235818,185538,453864
MoodAnxiety_Disorder,2001,M,25 to 29,1064904,,79584,,,6642,10128,112074,16956,20706,102276,79578,787614,462120,1887624,77688,517332,439194,1388556,46518,270120,192750,497742
MoodAnxiety_Disorder,2001,M,30 to 34,1167846,,100692,,,8280,12714,120288,19632,24150,128538,100674,1086036,523386,2345826,98484,722790,497160,1703856,61620,362934,235524,640560
MoodAnxiety_Disorder,2001,M,35 to 39,1372710,,130686,,,11334,17640,177066,26040,32688,171984,130674,1528878,622572,3041034,127998,1007502,591864,2177622,83892,521046,297810,861558
MoodAnxiety_Disorder,2001,M,40 to 44,1385088,,139980,,,12888,20208,192996,31818,41268,232932,139962,1732908,638826,3378036,137016,1128108,607710,2375502,92808,604536,323454,1000842
MoodAnxiety_Disorder,2001,M,45 to 49,1233588,,131274,,,12876,20196,189846,35814,48132,278418,131262,1711296,589836,3458148,128622,1086108,560550,2368446,90390,624906,317778,1088058
MoodAnxiety_Disorder,2001,M,50 to 54,1089576,,119640,,,13584,21858,202542,42678,59424,360684,119634,1666614,549660,3672678,117432,1017162,523290,2443950,86634,649260,320898,1227054
MoodAnxiety_Disorder,2001,M,55 to 59,843264,,90528,,,12210,19764,183846,46158,66156,432996,90522,1380792,444726,3474462,89040,822492,424284,2241276,69396,558090,281754,1231554
MoodAnxiety_Disorder,2001,M,60 to 64,651924,,65826,,,11184,18636,183702,49824,73410,548616,65826,1143672,368682,3427440,64950,667122,353256,2156016,53436,476208,251586,1270002
MoodAnxiety_Disorder,2001,M,65 to 69,562104,,53916,,,11592,20256,223824,57450,87810,696480,53916,1067394,336096,3735984,53328,615540,324210,2308152,45534,451704,245112,1425810
MoodAnxiety_Disorder,2001,M,70 to 74,481290,,49098,,,12534,22386,261372,64218,101310,885888,49098,1095468,296064,3868842,48654,632880,286626,2364588,42786,462438,226896,1502976
MoodAnxiety_Disorder,2001,M,75 to 79,354270,,39078,,,11982,21264,266622,60408,96912,951438,39078,970326,222042,3378492,38784,571638,215676,2075646,34716,398466,176724,1301730
MoodAnxiety_Disorder,2001,M,80 to 84,208320,,24438,,,8448,15000,207354,43404,69870,779952,24438,653406,133194,2216928,24258,411966,129660,1422966,21588,241410,105972,793206
MoodAnxiety_Disorder,2001,M,85+,142566,,16482,,,6588,11622,172224,36324,57204,725166,16482,458886,90282,1597176,16392,309996,88020,1119666,14064,148842,67404,477132
MoodAnxiety_Disorder,2002,F,<1,225030,,1602,,,924,1122,4410,122106,137562,450204,1602,23142,180858,1684608,1554,15150,159102,1069422,1128,7992,111444,614022
MoodAnxiety_Disorder,2002,F,1 to 4,693774,,5472,,,324,504,1836,24942,30822,89460,5472,50400,478518,2852286,5268,35154,433932,2021160,3270,15174,229872,828882
MoodAnxiety_Disorder,2002,F,5 to 9,987774,,12714,,,456,660,4068,16098,19272,54102,12714,95340,592068,2466426,11784,57150,534504,1770612,8064,38184,250974,693702
MoodAnxiety_Disorder,2002,F,10 to 14,1065570,,30780,,,2700,3816,27246,13788,17406,64554,30774,269424,582828,2230974,29310,160818,536424,1620516,19650,108426,236862,608364
MoodAnxiety_Disorder,2002,F,15 to 19,1053030,,100266,,,11568,16536,108612,30300,37818,124566,100248,1095918,592908,3041736,98880,765168,569640,2350518,61362,330270,245052,688956
MoodAnxiety_Disorder,2002,F,20 to 24,1066032,,139932,,,19128,26718,137472,63642,77208,215226,139926,1722306,574410,3656712,139008,1225176,559596,2751408,90666,496398,268158,902694
MoodAnxiety_Disorder,2002,F,25 to 29,1065342,,165066,,,26970,35976,168270,100932,117678,333174,165060,2197464,567876,4239444,163974,1504566,550746,2925552,113052,692124,308232,1311546
MoodAnxiety_Disorder,2002,F,30 to 34,1155510,,198348,,,30612,40212,201894,105012,120390,361746,198330,2690796,604932,4659516,197004,1806864,584334,3076230,137958,882636,348270,1580556
MoodAnxiety_Disorder,2002,F,35 to 39,1325088,,239166,,,27054,37026,238320,66864,77952,266184,239154,3174312,663744,4591770,237288,2110944,640434,3097284,166572,1062402,376224,1492146
MoodAnxiety_Disorder,2002,F,40 to 44,1398768,,263064,,,23700,34002,268284,43104,52314,241722,263058,3512820,690360,4617000,260736,2297076,664206,3146928,189120,1214742,410778,1467588
MoodAnxiety_Disorder,2002,F,45 to 49,1279218,,245802,,,21918,31686,267846,38370,48462,243612,245802,3465738,637068,4576710,243420,2199024,611724,3074160,186024,1265472,406020,1500510
MoodAnxiety_Disorder,2002,F,50 to 54,1103670,,210156,,,19896,29442,271566,38094,49608,282726,210150,3197070,564780,4558122,208206,1967094,542322,2984172,168624,1228848,387312,1572204
MoodAnxiety_Disorder,2002,F,55 to 59,911838,,165450,,,17304,26052,246366,38772,52368,339492,165444,2641272,476358,4236510,163974,1603266,458742,2732052,136398,1037436,339366,1502838
MoodAnxiety_Disorder,2002,F,60 to 64,701646,,115860,,,14616,22692,230826,39090,55008,389490,115854,1971522,382122,3803496,114966,1192158,369186,2424834,97440,778920,281040,1376868
MoodAnxiety_Disorder,2002,F,65 to 69,604344,,92424,,,14634,23388,253758,44274,64680,520896,92418,1723824,341496,3865248,91758,1037184,331422,2441898,79368,686082,259554,1421886
MoodAnxiety_Disorder,2002,F,70 to 74,564144,,85254,,,16362,26580,315282,53622,79296,720486,85254,1734846,321948,4093116,84678,1050606,313116,2584554,73824,683874,250374,1506918
MoodAnxiety_Disorder,2002,F,75 to 79,490110,,75624,,,17790,29328,379092,61050,92094,942732,75618,1692258,285228,4099590,75138,1060260,277842,2640300,66060,631794,225126,1458240
MoodAnxiety_Disorder,2002,F,80 to 84,360774,,54990,,,15630,25728,364170,56778,85806,1017594,54990,1320522,214800,3364848,54660,877728,209472,2290890,47400,442626,165252,1073274
MoodAnxiety_Disorder,2002,F,85+,333936,,43968,,,14700,23640,377856,65586,96894,1370412,43968,1151442,200826,3465894,43728,844764,196398,2652516,35706,306378,137856,812754
MoodAnxiety_Disorder,2002,M,<1,236124,,1794,,,1104,1386,5952,130644,152460,526596,1794,27054,190044,1917342,1758,17628,167706,1186380,1296,9414,125052,729858
MoodAnxiety_Disorder,2002,M,1 to 4,728388,,6468,,,450,660,2982,33186,41838,114546,6468,65100,506172,3285282,6186,42600,460104,2256774,4314,22482,266586,1025856
MoodAnxiety_Disorder,2002,M,5 to 9,1040466,,18750,,,816,1074,7386,20856,24936,70368,18750,154002,627066,2745810,17130,79818,561546,1871136,13572,74130,297102,872580
MoodAnxiety_Disorder,2002,M,10 to 14,1119618,,31038,,,1986,2706,24606,17754,21594,76068,31038,264174,617286,2446704,28680,136476,560514,1682442,21900,127674,281262,762432
MoodAnxiety_Disorder,2002,M,15 to 19,1111818,,54810,,,5352,7842,80484,19650,23796,101730,54792,473286,566700,2170638,52734,279240,529998,1551570,33216,193926,238602,617670
MoodAnxiety_Disorder,2002,M,20 to 24,1097952,,73392,,,6702,10014,119628,17232,20712,108384,73374,672474,474072,1794378,71526,425874,450054,1331604,41742,246306,187482,461364
MoodAnxiety_Disorder,2002,M,25 to 29,1070382,,81390,,,6672,10188,118338,16158,19476,112908,81372,801258,457860,1876344,79482,523896,434598,1371978,47244,277230,193254,502962
MoodAnxiety_Disorder,2002,M,30 to 34,1163454,,101604,,,8238,12756,128664,18780,22962,127314,101592,1077222,518970,2337246,99390,717954,492786,1688826,61590,358962,235572,646782
MoodAnxiety_Disorder,2002,M,35 to 39,1340220,,127956,,,10686,16260,158220,24588,30714,192780,127944,1472898,603612,2972166,125292,972300,573858,2120124,81246,500346,291954,850236
MoodAnxiety_Disorder,2002,M,40 to 44,1406418,,143262,,,12798,19722,196470,30924,39870,257010,143250,1740264,646656,3449118,140388,1137294,615102,2416494,94020,602694,330042,1030536
MoodAnxiety_Disorder,2002,M,45 to 49,1275498,,135732,,,13164,20556,203592,35736,47988,285546,135720,1755792,607422,3576174,133056,1119612,577476,2449488,93060,635886,328932,1124472
MoodAnxiety_Disorder,2002,M,50 to 54,1100064,,120594,,,13350,21606,217434,41598,57942,372366,120588,1665048,552252,3713448,118272,1020714,526146,2470320,86832,644136,323280,1241364
MoodAnxiety_Disorder,2002,M,55 to 59,906624,,96660,,,12876,20712,210318,47538,67944,456354,96654,1471278,480528,3758814,95070,877056,458808,2420400,73674,593790,304998,1336554
MoodAnxiety_Disorder,2002,M,60 to 64,680580,,68322,,,11196,18420,192000,49824,72942,533442,68316,1169790,383328,3561612,67434,684624,367662,2235858,54828,484860,261450,1324110
MoodAnxiety_Disorder,2002,M,65 to 69,564042,,53376,,,10938,18912,209322,56112,84714,686208,53370,1042176,338862,3783096,52788,600600,326838,2328984,44940,441378,248190,1452102
MoodAnxiety_Disorder,2002,M,70 to 74,490530,,48036,,,12252,21390,251736,63024,97986,870444,48036,1072308,301986,3962910,47640,619230,292434,2415684,41862,452940,231948,1545396
MoodAnxiety_Disorder,2002,M,75 to 79,362484,,38850,,,11544,20178,265956,59688,94602,934410,38850,968316,227136,3474552,38574,573798,220818,2136996,34434,394440,181344,1336434
MoodAnxiety_Disorder,2002,M,80 to 84,222096,,25716,,,8814,15732,207516,44808,71064,783024,25716,693900,141582,2394126,25566,434502,137868,1533906,22848,259266,113148,859200
MoodAnxiety_Disorder,2002,M,85+,148452,,16956,,,6768,11520,175074,36510,57030,713718,16950,472500,93384,1692102,16848,323058,91026,1188312,14430,149394,70158,503322
MoodAnxiety_Disorder,2003,F,<1,228900,,1566,,,924,1074,3630,125178,140112,458616,1566,20952,185838,1720248,1518,14544,163236,1093788,1122,6396,114600,625338
MoodAnxiety_Disorder,2003,F,1 to 4,686298,,5052,,,276,414,1794,24102,29970,89964,5052,46128,475572,2816754,4842,32118,431382,2004450,3006,14010,228252,809886
MoodAnxiety_Disorder,2003,F,5 to 9,970602,,12738,,,420,576,2952,15006,18204,51738,12738,90972,583014,2391780,11790,55236,525570,1722198,8022,35712,245322,667674
MoodAnxiety_Disorder,2003,F,10 to 14,1074954,,32178,,,2712,3960,28734,13110,16566,60978,32172,273462,579558,2168700,30558,162036,532344,1574802,20274,111306,233340,591960
MoodAnxiety_Disorder,2003,F,15 to 19,1058472,,100098,,,11628,16758,105882,29952,37296,121404,100080,1083804,595890,3035184,98598,755832,572628,2357136,60936,327492,243366,675540
MoodAnxiety_Disorder,2003,F,20 to 24,1084092,,140844,,,18972,26496,133644,63330,76530,217134,140838,1717122,587358,3723576,139890,1228500,572592,2812554,90366,487872,270138,908442
MoodAnxiety_Disorder,2003,F,25 to 29,1074894,,163620,,,26994,35694,158652,102804,119778,334644,163608,2169498,570468,4265880,162588,1492086,553710,2945712,111594,676692,308022,1318032
MoodAnxiety_Disorder,2003,F,30 to 34,1150668,,194298,,,31086,40614,201966,106998,122886,352092,194286,2636148,604968,4686984,192948,1768764,584640,3080280,134640,866382,347634,1603986
MoodAnxiety_Disorder,2003,F,35 to 39,1284012,,227058,,,26130,35244,215292,67218,78060,263682,227046,2984484,645504,4492848,225234,1996074,623142,3036732,156828,987318,364080,1453806
MoodAnxiety_Disorder,2003,F,40 to 44,1419144,,262572,,,23412,33204,261204,44286,53832,254670,262566,3467418,703716,4686390,260214,2284566,677976,3215688,187116,1181520,414666,1468356
MoodAnxiety_Disorder,2003,F,45 to 49,1313352,,247224,,,21708,31338,264324,39204,49326,258684,247212,3434808,654270,4662162,244848,2204718,628968,3154662,185232,1229094,413202,1505274
MoodAnxiety_Disorder,2003,F,50 to 54,1131828,,212730,,,19596,28812,256146,38082,49644,297342,212724,3167292,579366,4606398,210774,1970094,557022,3049686,168534,1196364,392190,1554918
MoodAnxiety_Disorder,2003,F,55 to 59,959322,,170922,,,17514,26052,243270,39582,53526,330966,170916,2680374,503688,4427700,169362,1643184,485676,2882142,139686,1036434,355236,1543890
MoodAnxiety_Disorder,2003,F,60 to 64,733458,,118080,,,14640,22272,221574,40662,56604,398376,118074,1979346,401112,3956838,117174,1205256,388176,2539572,98736,773694,293658,1415520
MoodAnxiety_Disorder,2003,F,65 to 69,611586,,91812,,,14076,22188,243114,44568,63612,515982,91806,1691250,349326,3921060,91170,1027530,339540,2496138,78612,663312,264306,1423284
MoodAnxiety_Disorder,2003,F,70 to 74,566100,,83598,,,16032,25446,297252,53556,78186,679218,83598,1701354,324726,4117032,83082,1040556,316374,2618424,72570,660216,252612,1497114
MoodAnxiety_Disorder,2003,F,75 to 79,492468,,74886,,,17442,28314,354156,60912,89964,912240,74880,1678662,286260,4120650,74424,1061286,279252,2672232,65562,617016,226242,1447482
MoodAnxiety_Disorder,2003,F,80 to 84,377082,,57120,,,15894,25704,366354,58524,87078,983214,57120,1377270,225000,3553704,56802,922260,219714,2436306,49464,454734,174594,1116672
MoodAnxiety_Disorder,2003,F,85+,345480,,45150,,,15108,23736,368502,67752,98754,1285296,45150,1198038,206820,3645738,44880,889920,202578,2817990,36720,307872,142998,827136
MoodAnxiety_Disorder,2003,M,<1,240510,,1704,,,1056,1314,4872,133962,155250,531864,1704,25434,195216,1954710,1668,16554,172050,1208214,1254,8838,128592,745518
MoodAnxiety_Disorder,2003,M,1 to 4,721578,,6186,,,378,588,2340,31554,39894,110490,6186,61788,503598,3235950,5928,39870,457620,2237970,4092,21882,264402,995460
MoodAnxiety_Disorder,2003,M,5 to 9,1021008,,18900,,,804,1044,7440,19074,23094,66690,18900,152400,616434,2660658,17220,77964,551040,1815516,13698,74394,289686,842952
MoodAnxiety_Disorder,2003,M,10 to 14,1131264,,32184,,,2046,2802,23226,17310,20796,77916,32178,265080,615162,2396646,29508,136158,556728,1637292,22758,128850,279192,757518
MoodAnxiety_Disorder,2003,M,15 to 19,1114374,,55590,,,5568,8040,78696,19650,23934,104190,55578,480060,567426,2160756,53490,282954,530796,1547112,33654,196932,236298,612102
MoodAnxiety_Disorder,2003,M,20 to 24,1118604,,75744,,,7002,10596,125328,17268,20814,109788,75720,693084,485286,1823460,73758,442560,461148,1358424,42558,250260,188394,463608
MoodAnxiety_Disorder,2003,M,25 to 29,1080258,,82866,,,6792,10308,114060,16002,19326,104532,82842,811986,456732,1857324,80910,535974,433596,1363680,47508,275802,189576,492414
MoodAnxiety_Disorder,2003,M,30 to 34,1158186,,99924,,,7860,11850,116058,18450,22704,117336,99912,1044252,514632,2294184,97806,701688,489030,1669122,59496,342276,228918,623370
MoodAnxiety_Disorder,2003,M,35 to 39,1298124,,122484,,,10128,15432,165558,23496,29496,171120,122472,1392666,583896,2862336,119934,924108,555570,2049660,76908,468216,278202,811038
MoodAnxiety_Disorder,2003,M,40 to 44,1430256,,143616,,,12588,19110,184758,30738,39582,223410,143604,1720986,659034,3494040,140682,1131810,627516,2463708,93654,588876,331698,1028142
MoodAnxiety_Disorder,2003,M,45 to 49,1313646,,137712,,,13224,20484,208236,36318,48606,298668,137700,1765332,624702,3658590,134922,1133238,594636,2521506,93738,631758,334602,1135140
MoodAnxiety_Disorder,2003,M,50 to 54,1124592,,122076,,,13326,20664,200328,41874,57774,373302,122064,1662504,564816,3773304,119814,1031220,538536,2527416,87414,630906,326622,1243992
MoodAnxiety_Disorder,2003,M,55 to 59,952704,,100620,,,12996,20868,204120,49620,70650,464646,100614,1509882,507918,3940008,99012,908538,485982,2558514,76278,601056,319626,1379754
MoodAnxiety_Disorder,2003,M,60 to 64,713568,,69996,,,11250,18306,187794,52020,75912,560922,69996,1183452,403332,3714180,69090,698910,387774,2345826,55998,484314,274092,1366806
MoodAnxiety_Disorder,2003,M,65 to 69,571530,,53088,,,10998,18612,209898,56052,84138,637212,53088,1039392,345672,3827250,52512,608748,334206,2373294,44664,430284,252300,1452102
MoodAnxiety_Disorder,2003,M,70 to 74,497406,,47388,,,11844,20694,268326,63732,97992,840282,47388,1058250,307590,4038912,47016,621354,298422,2484384,41340,436794,236688,1552464
MoodAnxiety_Disorder,2003,M,75 to 79,372306,,39144,,,11604,20178,252834,60546,94344,890796,39144,981990,232920,3565740,38850,587520,226710,2206476,34728,394308,185928,1357842
MoodAnxiety_Disorder,2003,M,80 to 84,234624,,26820,,,9180,15570,220734,47358,74292,789408,26820,730470,149580,2566050,26670,462510,145926,1653120,23898,267822,120048,911844
MoodAnxiety_Disorder,2003,M,85+,154740,,17220,,,6690,11130,169674,37476,58014,682284,17220,485124,96906,1779984,17106,337644,94686,1263138,14706,147480,73140,516372
MoodAnxiety_Disorder,2004,F,<1,230574,,1578,,,906,1134,4794,124926,139728,449370,1578,22962,186180,1721412,1536,14988,162996,1089084,1098,7920,115824,631416
MoodAnxiety_Disorder,2004,F,1 to 4,686142,,5250,,,288,414,2502,23136,28974,85080,5250,47280,471780,2769672,5028,32322,427362,1958658,3066,14940,226620,808656
MoodAnxiety_Disorder,2004,F,5 to 9,950814,,12702,,,450,654,3726,14868,18090,52392,12702,90888,570330,2338746,11670,53124,514068,1672116,8220,37716,242724,664860
